book_id,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,choice_10,choice_11,choice_12,choice_13,choice_14,choice_15,choice_16,choice_17,choice_18,choice_19,choice_20
308,411,509,634,761,1063,952,108,1436,955,2581,156,647,455,1894,1430,2075,694,4218,6718,78
309,319,153,134,607,351,51,183,460,69,202,434,419,394,210,418,384,1147,224,543,423
310,465,1111,777,228,156,1107,741,1748,78,108,75,2589,136,1879,647,44,261,694,2708,4431
311,734,66,1158,515,840,1961,1237,1581,757,409,33,3143,136,118,42,496,3465,198,86,186
312,282,666,322,167,377,283,277,2674,223,5535,3435,2404,7685,389,62,185,747,89,37,192
313,318,437,235,396,112,231,267,482,567,61,143,940,1216,262,404,285,2088,1610,438,678
314,1391,2195,1726,53,2007,263,41,223,486,2291,1323,923,2619,345,3044,77,62,5946,447,4665
315,1157,247,260,4748,582,303,1750,573,1507,680,1330,2505,4260,1303,1601,211,1078,2318,1446,1684
316,1976,1460,2279,2321,1449,236,2250,82,374,1710,9100,1048,2063,101,574,179,3024,6401,211,677
317,198,763,765,15,690,659,468,87,800,1691,178,118,114,650,354,179,32,116,2643,59
318,267,437,482,112,61,235,313,2067,567,811,438,1874,678,262,231,1482,3962,396,4499,2348
319,309,607,153,134,351,460,51,183,69,2194,506,206,105,423,543,224,12,394,419,583
320,689,30,262,813,993,285,318,438,437,1076,1306,6,678,697,617,2067,61,106,551,1834
321,245,386,1493,59,388,577,90,375,93,116,241,1373,1742,138,77,158,15,117,36,335
322,377,167,666,3521,283,312,282,277,766,2514,1895,2170,1572,3086,429,1368,3082,2353,2674,232
323,2926,5374,3913,94,233,180,121,162,5792,284,424,592,213,177,172,820,4531,173,872,297
324,164,991,363,1671,1004,2104,275,813,1203,88,3045,393,452,6,774,12,149,581,252,382
325,476,704,100,118,198,119,179,354,306,426,304,57,948,22,45,272,11,289,8,2089
326,306,381,22,304,136,885,847,33,625,1762,1145,515,409,46,64,238,57,148,1317,111
327,713,1002,206,393,632,1965,1413,69,183,166,1000,12,280,252,51,153,91,294,774,995
328,331,1101,64,908,791,1149,1052,1426,616,2433,1685,1842,2991,2633,2883,1532,1899,692,111,152
329,114,132,1330,199,174,221,3572,381,1440,31,2784,4694,111,299,513,216,40,179,11,87
330,510,528,722,949,1023,960,1119,1249,988,1362,1278,1525,2056,6678,1374,389,6218,481,565,562
331,328,616,1685,1101,1052,1149,908,64,791,1842,1426,2433,2883,2633,1532,2991,4089,1599,455,111
332,602,542,347,641,292,37,219,155,117,161,23,19,25,362,1937,24,7,18,21,27
333,1814,112,231,31,216,9516,124,64,57,235,437,262,318,46,396,404,1762,6,285,438
334,218,676,1846,1134,2333,96,99,1470,1036,904,1893,1673,2276,203,2483,2913,2779,34,812,861
335,158,373,416,184,59,1938,1258,251,157,1662,278,102,245,798,1222,1373,364,391,2123,296
336,1379,1858,242,1763,2261,2568,2773,266,1746,1260,2354,3517,2398,2012,3622,2184,511,2277,2547,2214
337,54,599,751,1014,1332,3358,65,297,13,126,173,360,55,14,7,48,283,1042,161,191
338,5696,38,124,2653,30,1879,268,64,795,4431,3283,1468,647,75,801,3567,8525,40,1009,2704
339,296,251,358,391,157,102,454,549,545,579,798,364,728,863,679,876,888,1211,444,844
340,1008,1716,2599,645,4002,224,163,8459,166,41,254,182,294,183,51,91,202,12,327,153
341,79,1280,531,125,154,646,770,2142,1167,824,984,248,29,529,772,160,353,804,714,213
342,253,695,399,1708,3446,551,146,60,469,68,5,689,1001,212,30,39,142,19,7044,7
343,596,227,833,281,963,1037,1245,1057,123,1388,1407,1301,1733,86,1902,242,2607,3240,336,628
344,372,101,534,943,1923,2579,238,1040,1856,1102,2233,2615,2035,236,60,111,316,570,6500,179
345,447,648,53,3636,151,214,27,314,175,1172,159,25,1391,41,1764,23,24,56,21,52
346,518,229,257,1486,158,826,335,1253,116,7737,9532,59,1108,293,93,204,444,157,37,154
347,542,602,292,641,332,37,219,155,161,23,19,21,4297,24,1937,18,25,27,117,3739
348,164,88,827,921,74,950,2104,813,363,61,995,6,452,3039,149,811,105,393,68,1453
349,305,237,556,578,670,675,553,865,243,176,967,705,72,1292,818,1123,1208,1139,915,1075
350,788,1570,173,499,1571,1955,284,129,65,2703,196,8581,405,297,1329,162,14,1250,55,13
351,460,183,309,319,134,153,607,51,583,2267,12,2194,945,294,759,327,175,69,182,1416
352,1044,290,106,1046,931,3822,3324,5698,2335,813,470,6748,61,190,2906,2818,920,3599,1040,617
353,154,714,125,770,248,29,804,839,530,855,773,555,646,387,824,79,160,1885,341,531
354,763,198,468,1642,736,410,118,233,2508,138,119,29,129,178,131,353,5629,32,301,154
355,933,1766,51,183,1335,756,187,53,254,134,1997,1608,393,1437,2404,166,12,153,1276,7685
356,873,1033,1225,1163,1289,1233,1549,1774,1827,1476,1975,1977,8626,223,486,184,373,77,4791,561
357,131,32,395,130,14,1518,401,1526,28,79,116,125,129,180,13,375,58,83,301,177
358,251,157,798,391,364,296,339,1348,278,454,661,3274,102,85,579,626,3047,608,601,876
359,67,143,291,1242,146,437,7762,1793,7228,2088,4313,61,6819,3134,2322,668,6,3861,216,421
360,974,1800,4326,1620,432,48,4515,276,637,126,1019,55,503,298,929,173,9085,1914,1520,633
361,590,160,204,293,83,116,478,413,529,1178,778,650,3715,76,1120,2846,390,1477,58,248
362,493,1106,2794,37,1357,3061,292,2781,513,2957,1937,1277,464,219,3795,332,3689,4981,8312,542
363,1004,2104,827,324,1080,2726,149,206,750,183,517,164,1720,6832,2112,252,443,506,1849,1130
364,251,157,798,1348,391,358,296,579,601,339,59,3047,545,876,278,444,3274,454,679,102
365,191,532,2426,502,735,6568,6846,2760,1199,8181,1077,3995,568,9626,3942,1950,6411,5312,2504,2143
366,687,2174,1333,3572,870,2790,1404,3071,2175,765,9280,5336,3488,6173,3142,3570,2647,6471,8174,2651
367,1709,2009,266,3175,3513,1922,288,2657,222,209,3803,3924,4713,4124,72,2735,5936,4678,86,4789
368,480,62,937,9152,345,21,447,23,25,27,117,747,7655,155,1857,2,24,1259,18,53
369,4145,77,263,594,853,4351,707,3991,241,2148,187,234,245,1445,386,615,1193,577,831,120
370,909,1359,163,294,214,159,151,175,428,684,41,1027,2420,3999,4998,1008,2391,1626,2019,923
371,276,400,126,442,1179,4034,633,55,48,432,1191,70,5141,54,1019,487,398,6318,13,1111
372,344,534,101,943,1923,2579,1856,1040,238,2035,2233,1102,2615,605,106,4418,60,211,75,127
373,416,335,1258,184,158,2123,1662,1938,278,59,251,358,296,798,868,364,6097,391,50,157
374,1710,1976,439,4079,3135,316,408,1969,1460,474,1449,3207,2253,211,2295,688,9295,900,2279,687
375,935,116,321,293,59,497,730,478,390,1650,1526,1493,130,529,289,298,204,131,58,401
376,259,91,946,105,69,655,1054,12,319,1118,309,153,20,1366,166,1008,713,525,1027,5040
377,322,666,282,167,312,283,3521,2170,2674,89,277,62,2489,766,429,3435,755,817,232,2501
378,662,1310,1242,118,4473,11,407,436,45,67,111,779,587,7326,516,22,265,212,2284,115
379,978,1400,51,137,182,197,3,2824,12,584,535,53,183,34,2971,2688,192,1000,254,224
380,1703,1915,430,4388,1270,520,1282,1500,649,1082,1205,3540,8223,6120,1613,268,323,4516,5150,2520
381,847,1649,409,136,3284,326,57,2087,64,2368,625,1762,111,44,1317,2820,3787,6806,3997,1675
382,275,88,74,2280,1583,564,1919,6,68,324,435,3919,837,147,1203,1575,8842,1244,7757,1767
383,2379,238,1102,33,40,1856,304,3356,221,186,81,114,199,605,495,2015,22,256,326,1083
384,394,419,418,543,210,759,1416,1890,246,153,224,2997,3793,491,783,449,434,134,643,814
385,537,5529,127,193,990,619,7920,7577,128,8034,5796,247,2444,892,4465,1601,1621,6937,211,4356
386,245,388,321,2786,241,1061,2032,59,577,1373,1639,77,335,93,594,2475,497,36,369,681
387,138,715,1186,154,646,353,125,824,29,770,2240,531,248,32,1521,213,410,730,839,3364
388,386,6755,5455,321,245,577,2475,77,241,1373,2032,2786,59,1639,36,853,594,1742,263,369
389,565,603,562,1049,1665,1200,859,2889,330,960,192,1356,970,862,1479,746,481,988,510,1546
390,1354,298,71,293,95,529,97,257,1204,478,413,547,1555,361,778,204,972,375,116,248
391,364,358,1348,251,157,296,798,339,545,102,2095,278,661,579,3047,627,549,50,3274,5446
392,1043,1166,1194,1376,1428,2070,2966,4495,8341,6991,4668,5725,5971,5353,7144,4984,9354,6093,4766,3233
393,752,1022,1264,842,2629,2167,206,1308,536,1000,506,774,327,1353,252,7373,51,183,1472,581
394,384,419,418,543,210,759,1890,1416,491,2997,3336,153,246,643,783,434,3793,134,224,309
395,401,264,130,129,225,131,32,357,498,55,3764,8,65,79,172,718,113,177,5,353
396,231,273,906,195,825,2133,313,1216,318,31,57,482,414,291,1587,111,437,625,216,67
397,95,424,80,205,2211,323,3262,181,982,726,635,97,5828,1732,213,94,33,200,727,14
398,508,236,92,127,181,442,82,101,777,261,50,1111,741,272,276,115,400,310,367,156
399,1286,469,23,24,21,25,27,18,151,214,41,159,175,20,356,17,2,873,1163,347
400,442,276,371,126,3006,3884,3573,54,70,55,398,974,288,1519,2102,167,360,1111,508,5192
401,395,264,130,131,498,162,357,32,5,959,375,177,225,125,8,129,172,284,715,301
402,512,2365,824,1717,555,2199,29,3037,2370,1120,1706,116,248,2468,154,3101,1569,792,390,138
403,3923,479,772,1099,680,2474,8179,4684,298,341,6166,260,4904,699,547,546,1280,127,633,14
404,939,30,235,318,61,811,112,262,6117,3466,438,313,1610,749,6068,482,3161,3290,231,333
405,297,2098,65,1676,4517,1074,3600,3068,3133,1704,2172,2552,173,3202,162,5330,129,48,350,1015
406,580,462,1777,3181,1756,524,776,2191,2308,2022,6367,2572,4792,3499,3939,3840,4780,1401,4054,5208
407,697,291,212,4237,3456,848,378,2679,948,4473,60,22,733,1762,115,2128,57,111,148,1159
408,1969,663,5765,900,92,374,881,211,7480,2498,439,474,193,5101,1314,550,5537,2295,758,687
409,1185,136,381,1202,515,311,118,198,1237,57,31,734,704,4555,847,6806,2994,75,261,326
410,468,354,736,387,180,125,162,2190,301,2240,353,29,87,32,1521,79,248,213,824,154
411,308,509,761,952,955,634,1436,1063,108,2581,647,455,156,3034,694,4218,1894,3567,1417,3574
412,448,1438,2222,1625,3972,1277,4677,1747,2638,7994,5059,1218,1998,247,797,505,299,2557,573,303
413,1953,293,478,778,103,529,706,361,116,1605,1434,6842,590,390,498,1178,597,1907,160,97
414,396,231,57,31,46,291,111,697,825,11,273,124,930,47,30,143,195,1051,9715,16
415,1861,1830,2529,2715,224,246,3031,600,814,202,805,449,2134,783,491,981,875,254,880,643
416,373,184,1258,335,2123,158,1662,1938,2741,2620,278,364,59,5311,391,6097,251,157,8857,296
417,457,1361,613,2824,258,195,46,150,231,273,148,118,1011,186,142,64,848,2359,31,136
418,419,543,394,384,210,759,1416,1890,2997,3793,3862,805,224,3095,3336,153,3687,134,246,783
419,418,394,543,384,210,759,1416,1890,2997,2956,3793,449,3095,153,3336,2662,3030,134,246,434
420,622,683,107,152,552,571,686,169,286,44,716,1459,1414,302,821,674,1103,269,227,596
421,1231,3724,1874,1190,2524,825,697,906,3007,31,273,437,3118,1640,57,2133,313,1216,567,148
422,25,24,27,18,21,23,2,3753,2101,3636,964,3275,26,219,7677,937,507,9866,184,189
423,506,206,1062,2532,4195,2179,5712,5974,536,105,607,69,581,2941,655,319,1054,309,166,842
424,2259,126,501,94,173,982,323,6688,1732,1058,476,180,162,1160,274,13,119,258,301,289
425,2122,1852,221,234,621,927,90,245,2092,1234,386,615,241,2072,178,321,4598,2787,541,68
426,113,516,325,476,8,658,94,405,350,297,65,121,2374,162,467,13,5,4348,116,217
427,3699,2103,530,95,1454,248,125,770,855,7838,773,839,154,714,204,804,387,4183,576,529
428,684,294,163,1027,214,1359,151,159,175,909,370,41,4449,3526,2420,4000,1952,5107,1716,4998
429,1343,1089,755,2109,894,2658,2936,1768,1368,2452,2501,3362,1924,3317,3858,6144,2271,2469,2043,2718
430,520,380,649,1500,4388,1205,1270,1915,1282,1703,1082,2520,1613,3828,4763,9071,323,4326,1928,9191
431,209,1802,726,123,731,4962,5828,72,4422,237,243,274,1132,553,675,511,227,242,222,86
432,276,890,1914,789,1223,3754,503,5782,637,633,897,3072,2624,2196,1019,298,3978,371,360,1191
433,889,841,1291,1336,1473,1483,1513,1932,2237,4849,2083,3616,3001,1257,2317,1840,2955,2545,218,3454
434,583,202,1122,600,224,945,2715,1861,1559,3031,415,1276,394,384,419,1830,805,309,254,2283
435,280,147,149,525,166,443,541,1667,224,632,1244,517,3008,1118,1637,475,615,254,363,1807
436,2284,1055,45,779,657,8469,2612,94,378,8973,919,233,941,212,272,669,354,410,178,733
437,318,267,143,313,482,1874,235,2088,2234,262,396,567,2067,1455,940,1482,459,112,320,2003
438,235,262,1834,1804,1819,940,61,318,1028,112,2065,3401,2772,2583,567,267,3209,6948,244,811
439,3696,1235,1224,1985,900,4018,4119,474,4120,8400,2226,374,1314,7142,2503,546,503,7440,7398,408
440,1081,642,142,1798,4385,882,1854,3410,6760,8386,7209,764,67,825,463,11,5705,4905,9440,231
441,609,818,703,967,2979,944,556,1360,915,911,553,675,1208,705,1423,1576,986,295,670,2041
442,400,1519,371,276,126,1142,54,70,92,398,2084,508,236,1111,777,127,55,2500,65,48
443,615,541,667,831,1667,1215,2456,1789,2870,1669,3487,4028,120,1720,4033,363,147,435,6388,234
444,601,251,364,339,1545,545,59,157,679,358,826,2648,1348,296,868,93,798,518,391,497
445,61,30,2396,124,2251,226,31,235,141,111,438,262,1814,1882,1508,6946,404,6907,2418,22
446,1631,1240,1461,514,671,2397,3594,618,6187,5870,769,1058,1732,8979,3292,6499,8768,200,1320,9943
447,345,648,53,214,3636,151,159,175,25,27,314,41,1172,17,1764,3339,21,23,153,56
448,1438,505,1998,1747,412,1721,1330,1097,3890,1277,299,1625,9262,2492,174,3972,247,1929,3331,4936
449,643,491,783,814,246,805,1093,1958,2986,6115,415,9285,1861,1830,1540,4248,600,419,384,2182
450,891,1034,1127,1228,1304,1363,1394,1340,1450,1630,1602,1690,1654,1479,2081,3309,2407,7470,2448,8424
451,471,230,171,76,2499,1114,43,1771,10,6302,248,361,42,204,63,4653,93,1477,1073,961
452,1366,713,327,393,12,69,149,4060,206,506,995,1375,183,51,607,1505,324,632,259,423
453,733,212,919,704,148,100,118,496,2124,272,33,1133,515,311,150,179,2368,198,409,948
454,1921,549,728,1939,296,627,971,661,888,579,844,798,876,339,3014,1632,863,2096,626,358
455,156,647,694,1072,1268,411,955,952,1063,3610,465,308,1436,108,1111,1879,310,777,1430,2378
456,2380,1186,715,2257,3916,32,29,4244,5,154,353,125,129,8,824,162,28,701,718,387
457,417,3406,258,142,2824,205,1171,7357,7438,97,700,9,33,4538,901,3070,665,122,494,16
458,1385,668,143,551,1174,6082,1009,2218,1912,2700,141,146,1982,1577,886,678,7731,277,673,6077
459,262,2058,566,678,5687,143,267,2538,1433,6116,2663,437,7240,4714,285,9872,9369,61,8065,2221
460,351,183,319,607,309,134,153,51,2194,774,428,543,327,393,752,394,69,1890,12,1416
461,265,131,730,116,225,118,32,198,1094,138,375,15,130,180,63,160,66,650,14,42
462,580,524,1777,4792,776,406,1756,2022,5053,3840,3181,5208,3320,3785,4785,2308,2572,2108,4723,2191
463,554,712,864,1026,1275,137,1723,642,5371,3780,440,56,1400,52,2965,2047,49,105,4532,4736
464,1338,2082,2236,362,37,493,219,4154,6751,5919,10,76,3061,247,189,505,2681,42,3172,315
465,310,1107,1748,78,2589,1879,156,228,455,108,694,4390,1111,647,1417,777,75,5427,136,269
466,3230,7,19,189,4229,4410,964,8272,37,4765,155,161,2,2101,2655,7479,3562,219,8924,292
467,1281,516,638,1136,495,1238,587,115,653,233,94,658,297,867,121,426,268,1912,941,2953
468,410,354,198,138,1642,782,1255,317,736,32,131,87,763,178,118,2240,58,29,2508,1411
469,1286,399,7018,23,163,24,27,9048,25,6040,41,21,2,2200,1480,37,223,18,2959,2001
470,7929,1577,4601,352,3822,5276,4331,852,9381,7142,2788,3694,617,30,931,8752,143,164,208,7594
471,451,230,171,76,43,42,6302,961,10,63,1073,1114,2499,3346,1783,138,829,93,133,4870
472,1601,6617,5163,9344,1967,2694,1303,4155,2934,2946,7341,9275,5336,247,180,260,1157,6605,4389,537
473,1325,1911,2207,2418,2431,1744,2888,4962,16,521,2211,3958,1176,5828,6117,1016,217,244,902,30
474,1294,900,2503,6202,3625,5258,3485,4120,6156,1314,5531,5690,8915,439,1235,1985,8375,5806,4154,374
475,149,88,632,2876,435,69,1849,6,147,525,2104,1004,275,105,3879,166,1118,667,259,1667
476,704,325,2089,1936,129,289,1435,658,198,306,225,233,1739,118,424,354,113,304,65,272
477,1424,1600,1358,1617,1870,1838,2245,2016,2522,2393,2135,1876,2429,2121,3144,2525,2641,2768,902,726
478,293,529,413,706,361,1178,1207,116,590,778,1434,699,1605,390,298,1120,58,650,375,1650
479,772,403,3552,576,3949,3720,3923,79,3717,1432,7428,1167,341,1113,1967,1280,7723,977,162,4684
480,368,62,937,9152,21,747,447,24,25,1259,27,345,135,542,18,165,23,347,602,7655
481,1071,1536,1638,1759,1989,2458,2461,2645,2399,2219,4530,510,722,1593,528,330,5867,389,859,1931
482,318,267,1587,825,1216,437,231,1051,313,31,396,567,61,235,124,112,2067,111,1017,273
483,709,2339,8,178,664,65,162,1364,121,129,5,1184,323,1015,213,485,48,130,595,113
484,951,196,1124,854,1236,1389,2011,4369,1645,499,2494,9900,7800,5238,350,1908,587,1444,815,9590
485,177,498,1041,172,597,162,213,4104,1214,301,1364,194,79,614,959,341,395,401,3482,160
486,3084,5890,6901,314,1059,77,245,36,1531,1452,263,594,356,369,388,1968,1616,1095,5967,241
487,693,660,640,575,1296,5343,84,2594,1592,1564,1117,227,1677,1864,5100,281,1003,123,343,503
488,243,739,1075,670,305,556,237,705,675,553,1498,349,578,986,1423,818,8371,1208,1900,176
489,606,180,1847,35,1168,8336,3172,1079,5163,546,1303,3049,8152,1113,1855,247,80,278,7106,7242
490,1265,2386,9004,1380,828,2766,6846,9442,8238,8598,2451,5809,1370,753,1146,5604,9319,365,5312,6687
491,643,783,449,814,805,246,1093,1958,2986,6115,1830,9285,1971,415,1861,3336,394,3687,1540,384
492,838,1213,1646,760,2900,2312,2564,7490,70,8413,8448,6701,2196,1262,3247,8944,729,4138,890,1105
493,362,1106,3061,2794,2957,2781,37,292,4721,3795,1277,464,8859,513,8312,1937,1357,641,4981,2860
494,146,3219,268,1708,258,7240,115,658,1220,3412,457,119,476,883,270,1009,1395,6460,1458,1970
495,238,1238,3092,101,658,115,467,916,516,65,236,1005,2025,1856,1421,383,587,249,895,2914
496,2047,2406,2965,3407,311,840,205,620,142,453,33,734,1158,150,137,123,1961,733,9,86
497,639,1772,1207,93,1497,59,4242,935,601,116,133,1120,1896,293,444,5069,868,1493,375,42
498,172,485,177,597,413,778,109,341,194,160,590,560,401,361,76,83,1041,131,395,103
499,1908,2806,350,5238,788,196,173,484,2479,570,731,815,557,3684,431,5128,274,5828,5973,162
500,3452,3583,4345,5402,6201,4669,2278,7880,7759,8225,120,4234,4087,5383,5372,4819,7558,2075,1735,2684
501,3197,4027,4253,5263,5826,5905,6336,7088,823,8250,118,1058,424,538,227,4586,336,2268,57,60
502,3809,4325,1451,5204,5464,4432,5773,3544,7010,7781,7931,5976,8077,7813,1199,9741,8181,1886,2782,532
503,2536,897,1019,432,547,1003,298,487,5470,637,633,5100,972,789,126,276,1191,84,914,2156
504,2940,1618,4320,3140,1697,2765,1925,1218,505,4482,797,5142,3689,1277,3331,8213,4861,174,4663,8217
505,3286,3614,3918,4289,4542,4632,4548,5030,5243,6823,6420,8465,448,1218,1925,1438,1277,1625,5285,1747
506,423,206,1062,2532,2179,4195,5974,5712,536,607,393,774,319,2941,1651,581,3793,752,105,842
507,20,17,1,69,12,1754,422,992,5393,49,3636,6678,52,56,105,4911,8506,3220,3,1619
508,398,127,236,92,181,442,82,741,1111,777,310,101,276,272,100,118,15,228,126,400
509,411,308,761,952,634,1436,1063,2581,108,955,647,1894,1417,1430,156,4218,2075,694,2069,1713
510,528,722,330,949,1023,1119,1249,988,960,1362,1525,1278,2056,1418,1374,6218,6678,481,1071,1463
511,1091,2351,2150,2031,2296,2074,2745,3108,3876,4127,922,242,4797,3680,336,726,5166,5007,5282,823
512,402,1717,97,2960,1706,3101,792,1492,390,3077,3381,278,341,154,1666,1120,93,50,248,229
513,1721,2492,2174,740,1357,4163,2765,362,7297,8028,4945,3572,493,5682,15,5701,5643,3488,2482,42
514,3594,1631,446,618,1461,8979,769,6187,204,5870,1320,413,293,706,1178,361,200,346,1240,248
515,311,136,409,4555,2939,1202,1237,1435,1185,1158,840,118,3091,304,1581,5573,1567,123,57,3963
516,467,1873,658,115,638,426,233,1005,883,495,378,476,587,8814,2051,405,94,1055,113,1136
517,1906,3263,3943,1285,5278,589,750,202,2778,812,667,1165,2435,1004,1080,1983,4028,363,203,3004
518,346,1253,257,792,826,1108,444,229,1486,1996,158,293,204,868,529,1120,639,1327,93,116
519,781,187,1398,8197,655,166,134,875,5810,9924,73,5034,8637,957,51,1054,6733,153,259,2077
520,430,1205,380,1915,1500,649,1270,1703,4388,8697,1312,1282,1613,162,1082,2926,653,213,65,405
521,902,2384,2639,2596,1607,2754,3280,4349,2751,2574,3366,2497,2893,3982,3965,3705,4025,3870,4590,726
522,3566,4828,2543,5947,1005,638,268,820,1385,94,516,4755,3269,6184,119,654,4609,816,3869,121
523,387,357,32,410,7155,87,5,4,468,354,138,736,1186,213,15,1411,130,28,241,595
524,462,580,3041,3320,5053,2308,3520,4054,3939,3181,776,4792,2572,3840,1777,2191,5208,3203,4723,5275
525,1118,280,7013,9634,655,69,166,1054,3956,435,632,206,3116,2217,12,1951,351,319,149,5544
526,3171,6321,4633,7924,726,431,5828,242,511,2418,1016,922,2609,450,671,902,336,123,274,209
527,563,558,631,652,624,724,748,871,197,1201,1588,3611,1979,643,5499,5044,56,52,49,491
528,510,722,949,1023,1119,330,1249,960,1362,988,1278,1525,2056,1374,6218,1071,481,1463,565,603
529,478,293,116,646,413,1178,361,706,390,597,341,778,58,257,590,699,1605,160,298,650
530,248,855,773,1885,804,353,839,714,125,154,29,427,770,1666,76,555,3948,646,6692,6417
531,646,341,79,154,3022,977,125,984,824,353,2076,301,387,1521,71,770,714,529,138,248
532,568,735,1623,2100,365,3897,2143,2111,2526,502,2843,4019,1886,6630,4951,2514,1077,5401,2151,2922
533,1740,1794,1596,437,1688,566,313,940,678,3130,277,1538,1242,668,1220,931,143,3257,2058,8679
534,372,344,101,943,1923,1040,2035,2579,1856,2233,238,106,4418,574,1156,1102,4137,8045,605,127
535,1502,2814,183,327,51,3245,393,254,252,2404,280,4581,1000,2293,1276,363,351,224,752,202
536,1737,842,1472,506,752,393,206,1353,4306,423,1062,8827,7373,1308,774,1264,581,2194,5597,2533
